Province/Territory,Program Stream,Employer,Incorporate Status,Approved LMIAs,Approved Positions,NOC code,Occupation name
Alberta                                                                    ,Low Wage,Robert Mcgregor Investments Ltd.,Unknown,1,2,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Rock Paper Scissors Indoor Playground Ltd.,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Rock Ridge Dairy Ltd.,Unknown,1,2,94140,"Process Control And Machine Operators, Food And Beverage Processing"
Alberta                                                                    ,Low Wage,Rockland Landscaping Supplies Ltd,Unknown,1,2,75101,Material Handlers
Alberta                                                                    ,Low Wage,Rocky 8 Motel Ltd,Unknown,1,2,65310,Light Duty Cleaners
Alberta                                                                    ,Low Wage,Roloh Investments Ltd. O/A Best Western Port O'Call Hotel,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Roloh Investments Ltd. O/A Best Western Port O'Call Hotel,Unknown,1,2,65210,"Support Occupations In Accommodation, Travel And Facilities Set-Up Services"
Alberta                                                                    ,Low Wage,Roshan Catering Ltd.,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Royal Canadian Pizza & Butter Chicken Ltd.,Unknown,1,1,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Royal Concrete Construction Ltd.,Unknown,1,2,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Royal Karbhar Ltd,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Rubaiyat Holding Ltd,Unknown,1,1,64100,Retail Salespersons And Visual Merchandisers
Alberta                                                                    ,Low Wage,Ruth`S Vlt Gaming Ltd.,Unknown,1,1,65200,Food And Beverage Servers
Alberta                                                                    ,Low Wage,Rysha Corporation,Unknown,1,1,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,S & J Laurion Ltd,Unknown,2,4,65102,"Store Shelf Stockers, Clerks And Order Fillers"
Alberta                                                                    ,Low Wage,S And T Allard Food Ltd.,Unknown,2,5,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,S And T Allard Food Ltd.,Unknown,1,2,63200,Cooks
Alberta                                                                    ,Low Wage,S K M Investments Ltd,Unknown,2,2,64314,Hotel Front Desk Clerks
Alberta                                                                    ,Low Wage,S K M Investments Ltd,Unknown,1,1,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,S K M Investments Ltd,Unknown,3,4,65310,Light Duty Cleaners
Alberta                                                                    ,Low Wage,S. Ram Foods Incorporated,Unknown,1,1,12200,Accounting Technicians And Bookkeepers
Alberta                                                                    ,Low Wage,S. Ram Foods Incorporated,Unknown,1,3,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Saddletown Radiology Images Inc.,Unknown,1,1,14101,Receptionists
Alberta                                                                    ,Low Wage,Saeed & Sons Ltd,Unknown,1,3,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Sai Cleaning Services Ltd,Unknown,1,2,65310,Light Duty Cleaners
Alberta                                                                    ,Low Wage,Saigon Chef Restaurant Ltd,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Salt N' Pepper Restaurant Darwell Ltd,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Salt N' Pepper Restaurant Darwell Ltd,Unknown,1,2,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Sam Sandhu Computers,Unknown,1,1,65100,Cashiers
Alberta                                                                    ,Low Wage,Samra Jakhar Inc O/A Osmows,Unknown,1,1,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Samra Jakhar Inc O/A Osmows,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Samraj Indo Canada Group Ltd,Unknown,1,5,72311,Cabinetmakers
Alberta                                                                    ,Low Wage,Sandhu G Construction Ltd.,Unknown,1,1,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Sarb Construction Ltd.,Unknown,1,1,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Sateesh Enterprise Inc,Unknown,1,1,13110,Administrative Assistants
Alberta                                                                    ,Low Wage,Satt Associates Inc,Unknown,1,2,22300,Civil Engineering Technologists And Technicians
Alberta                                                                    ,Low Wage,Sawback Craft Co. Corporation,Unknown,1,1,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Sawmill (Grande Prairie) Limited Partnership,Unknown,1,1,62020,Food Service Supervisors
